Sygnatura czasowa,Płeć,Wiek,Miejsce zamieszkania,Wykształcenie,"Miesięczny dochód netto (""na rękę"")",Czy zdarza Ci się kupować kosmetyki zrównoważone?,Które z tych cech posiadanych przez kosmetyki zrównoważone są dla Ciebie najważniejsze lub decydujące przy ich zakupie? (wybierz maksymalnie 3),Jak ważne są dla Ciebie poniższe czynniki podczas podejmowania decyzji o zakupie kosmetyków zrównoważonych? [cena],Jak ważne są dla Ciebie poniższe czynniki podczas podejmowania decyzji o zakupie kosmetyków zrównoważonych? [skład],Jak ważne są dla Ciebie poniższe czynniki podczas podejmowania decyzji o zakupie kosmetyków zrównoważonych? [marka],Jak ważne są dla Ciebie poniższe czynniki podczas podejmowania decyzji o zakupie kosmetyków zrównoważonych? [estetyczne opakowanie],Jak ważne są dla Ciebie poniższe czynniki podczas podejmowania decyzji o zakupie kosmetyków zrównoważonych? [posiadane certyfikaty jakości lub atesty],"Jeśli zobaczę reklamę kosmetyku zrównoważonego, jest większa szansa, że zdecyduję się na jego zakup.","Jeśli kosmetyk zrównoważony zostanie polecony przez lubianego przeze mnie influencera, twórcę na social media lub celebrytę, jest większa szansa, że zdecyduję się na jego zakup.","Jeśli zobaczę kosmetyk zrównoważony w kampanii edukacyjnej lub środowiskowej, jest większa szansa, że zdecyduję się na jego zakup.",Często rozmawiam ze znajomymi o kosmetykach zrównoważonych.,Często polecam moim znajomym wypróbowane przeze mnie kosmetyki zrównoważone.,"Uważam, że jestem w stanie zmienić nastawienie lub/i opinię moich znajomych w kwestii kosmetyków zrównoważonych.","Wybierając kosmetyki zrównoważone, często kieruję się opinią lub rekomendacjami znajomych.","Jeśli moi znajomi używają i polecają konkretny kosmetyk zrównoważony, jest większa szansa, że zdecyduję się na jego zakup.","Uważam, że moi znajomi są w stanie wpłynąć na moją opinię lub/i nastawienie w kwestii kosmetyków zrównoważonych.","Zakupię kosmetyki zrównoważone, nawet jeśli będą droższe niż normalne kosmetyki.","W innych sferach życia poza kosmetykami, często sięgam po ekologiczne, przyjazne dla środowiska produkty (np. artykuły gospodarstwa domowego, ubrania czy artykuły spożywcze).",Regularnie segreguję odpady.,Zwracam uwagę na oszczędzanie energii elektrycznej.,"Jeśli nie stosujesz kosmetyków zrównoważonych, które z tych przyczyn są Ci bliskie? (wybierz maksymalnie 3)"
2024-03-17 21:02:25,kobieta,21-25,miejscowość powyżej 500 tys. mieszkańców,wyższe,nie chcę podawać,tak,"cruelty-free (nietestowane na zwierzętach), opakowanie z recyklingu",ważne,ważne,średnio ważne,trochę ważne,średnio ważne,raczej się zgadzam,zdecydowanie się zgadzam,raczej się zgadzam,zdecydowanie się zgadzam,zdecydowanie się zgadzam,raczej się zgadzam,raczej się zgadzam,raczej się zgadzam,zdecydowanie się zgadzam,raczej się zgadzam,zdecydowanie się zgadzam,raczej się zgadzam,zdecydowanie się zgadzam,
2024-03-18 00:43:10,kobieta,21-25,miejscowość powyżej 500 tys. mieszkańców,wyższe,6001 - 7000,tak,"cruelty-free (nietestowane na zwierzętach), naturalne (min. 95% składników pochodzenia naturalnego), wegańskie",ważne,bardzo ważne,ważne,ważne,ważne,nie mam zdania/trudno powiedzieć,raczej się zgadzam,raczej się zgadzam,raczej się nie zgadzam,raczej się nie zgadzam,raczej się zgadzam,raczej się zgadzam,zdecydowanie się zgadzam,raczej się zgadzam,nie mam zdania/trudno powiedzieć,nie mam zdania/trudno powiedzieć,zdecydowanie się zgadzam,raczej się zgadzam,
2024-03-18 01:46:51,kobieta,21-25,wieś,średnie,nie chcę podawać,tak,"cruelty-free (nietestowane na zwierzętach), fair-trade (sprawiedliwy handel), naturalne (min. 95% składników pochodzenia naturalnego)",trochę ważne,ważne,trochę ważne,trochę ważne,ważne,raczej się zgadzam,raczej się zgadzam,raczej się zgadzam,nie mam zdania/trudno powiedzieć,raczej się zgadzam,nie mam zdania/trudno powiedzieć,raczej się zgadzam,nie mam zdania/trudno powiedzieć,raczej się zgadzam,raczej się zgadzam,raczej się zgadzam,zdecydowanie się zgadzam,zdecydowanie się zgadzam,
2024-03-18 16:14:09,kobieta,21-25,miejscowość powyżej 500 tys. mieszkańców,wyższe,3000 i poniżej,nie,,,,,,,,,,,,,,,,,,,,"zbyt wysoka cena, brak dostrzegalnej różnicy w porównaniu z konwencjonalnymi kosmetykami, niski stopień wiedzy na temat kosmetyków zrównoważonych"
2024-03-18 16:22:42,mężczyzna,21-25,miejscowość powyżej 500 tys. mieszkańców,wyższe,4001 - 5000,tak,"bio (min. 50% składników z upraw biologicznych), naturalne (min. 95% składników pochodzenia naturalnego), wegańskie",ważne,ważne,średnio ważne,trochę ważne,średnio ważne,raczej się zgadzam,raczej się nie zgadzam,raczej się nie zgadzam,zdecydowanie się nie zgadzam,raczej się zgadzam,zdecydowanie się zgadzam,nie mam zdania/trudno powiedzieć,raczej się zgadzam,raczej się zgadzam,zdecydowanie się zgadzam,raczej się zgadzam,zdecydowanie się zgadzam,raczej się nie zgadzam,
2024-03-18 16:36:47,kobieta,21-25,miejscowość powyżej 500 tys. mieszkańców,wyższe,nie chcę podawać,tak,"cruelty-free (nietestowane na zwierzętach), opakowanie z recyklingu, zero-waste (zero odpadów)",bardzo ważne,ważne,średnio ważne,średnio ważne,ważne,raczej się zgadzam,raczej się zgadzam,raczej się zgadzam,zdecydowanie się zgadzam,raczej się zgadzam,raczej się zgadzam,raczej się zgadzam,zdecydowanie się zgadzam,zdecydowanie się zgadzam,raczej się zgadzam,zdecydowanie się zgadzam,zdecydowanie się zgadzam,raczej się zgadzam,
2024-03-18 16:45:54,mężczyzna,21-25,miejscowość do 100 tys. mieszkańców,wyższe,5001 - 6000,tak,bio (min. 50% składników z upraw biologicznych),ważne,ważne,trochę ważne,trochę ważne,średnio ważne,raczej się nie zgadzam,zdecydowanie się nie zgadzam,zdecydowanie się nie zgadzam,zdecydowanie się nie zgadzam,zdecydowanie się nie zgadzam,zdecydowanie się nie zgadzam,zdecydowanie się nie zgadzam,zdecydowanie się nie zgadzam,zdecydowanie się nie zgadzam,zdecydowanie się nie zgadzam,zdecydowanie się nie zgadzam,zdecydowanie się zgadzam,zdecydowanie się zgadzam,
2024-03-18 16:47:33,kobieta,21-25,miejscowość powyżej 500 tys. mieszkańców,wyższe,5001 - 6000,tak,"bio (min. 50% składników z upraw biologicznych), cruelty-free (nietestowane na zwierzętach), opakowanie z recyklingu",średnio ważne,ważne,trochę ważne,trochę ważne,bardzo ważne,raczej się zgadzam,raczej się nie zgadzam,raczej się zgadzam,raczej się zgadzam,raczej się zgadzam,raczej się nie zgadzam,zdecydowanie się zgadzam,zdecydowanie się zgadzam,raczej się nie zgadzam,raczej się zgadzam,raczej się zgadzam,zdecydowanie się zgadzam,raczej się zgadzam,
2024-03-18 16:48:37,kobieta,21-25,miejscowość powyżej 500 tys. mieszkańców,wyższe,3000 i poniżej,tak,"fair-trade (sprawiedliwy handel), naturalne (min. 95% składników pochodzenia naturalnego), opakowanie z recyklingu",bardzo ważne,bardzo ważne,średnio ważne,trochę ważne,ważne,nie mam zdania/trudno powiedzieć,raczej się zgadzam,raczej się zgadzam,zdecydowanie się nie zgadzam,nie mam zdania/trudno powiedzieć,nie mam zdania/trudno powiedzieć,zdecydowanie się zgadzam,zdecydowanie się zgadzam,raczej się zgadzam,raczej się zgadzam,nie mam zdania/trudno powiedzieć,raczej się nie zgadzam,zdecydowanie się zgadzam,
2024-03-18 16:53:35,kobieta,21-25,wieś,wyższe,7001 i powyżej,tak,"bio (min. 50% składników z upraw biologicznych), naturalne (min. 95% składników pochodzenia naturalnego), organiczne (min. 95% składników pochodzenia naturalnego i z upraw ekologicznych)",ważne,ważne,średnio ważne,trochę ważne,trochę ważne,nie mam zdania/trudno powiedzieć,raczej się zgadzam,nie mam zdania/trudno powiedzieć,raczej się zgadzam,raczej się zgadzam,raczej się zgadzam,raczej się zgadzam,raczej się zgadzam,raczej się zgadzam,nie mam zdania/trudno powiedzieć,raczej się zgadzam,zdecydowanie się zgadzam,raczej się zgadzam,
2024-03-18 17:05:20,kobieta,21-25,miejscowość powyżej 500 tys. mieszkańców,wyższe,4001 - 5000,tak,"cruelty-free (nietestowane na zwierzętach), naturalne (min. 95% składników pochodzenia naturalnego), opakowanie z recyklingu",bardzo ważne,bardzo ważne,w ogóle nieważne,w ogóle nieważne,średnio ważne,zdecydowanie się nie zgadzam,raczej się zgadzam,nie mam zdania/trudno powiedzieć,zdecydowanie się nie zgadzam,raczej się zgadzam,nie mam zdania/trudno powiedzieć,raczej się zgadzam,raczej się zgadzam,nie mam zdania/trudno powiedzieć,zdecydowanie się nie zgadzam,raczej się zgadzam,zdecydowanie się zgadzam,nie mam zdania/trudno powiedzieć,
2024-03-18 18:33:55,kobieta,21-25,miejscowość powyżej 500 tys. mieszkańców,wyższe,4001 - 5000,tak,"cruelty-free (nietestowane na zwierzętach), naturalne (min. 95% składników pochodzenia naturalnego)",trochę ważne,bardzo ważne,w ogóle nieważne,w ogóle nieważne,bardzo ważne,raczej się zgadzam,zdecydowanie się zgadzam,zdecydowanie się zgadzam,zdecydowanie się zgadzam,zdecydowanie się zgadzam,nie mam zdania/trudno powiedzieć,zdecydowanie się zgadzam,zdecydowanie się zgadzam,raczej się zgadzam,zdecydowanie się zgadzam,zdecydowanie się zgadzam,zdecydowanie się zgadzam,zdecydowanie się zgadzam,
2024-03-18 19:26:01,mężczyzna,21-25,miejscowość powyżej 500 tys. mieszkańców,wyższe,nie chcę podawać,tak,"cruelty-free (nietestowane na zwierzętach), naturalne (min. 95% składników pochodzenia naturalnego)",bardzo ważne,ważne,trochę ważne,w ogóle nieważne,trochę ważne,raczej się nie zgadzam,raczej się nie zgadzam,raczej się nie zgadzam,nie mam zdania/trudno powiedzieć,nie mam zdania/trudno powiedzieć,zdecydowanie się nie zgadzam,raczej się zgadzam,raczej się zgadzam,raczej się zgadzam,raczej się zgadzam,nie mam zdania/trudno powiedzieć,raczej się nie zgadzam,zdecydowanie się zgadzam,
2024-03-19 09:42:57,mężczyzna,21-25,miejscowość do 100 tys. mieszkańców,wyższe,5001 - 6000,tak,"cruelty-free (nietestowane na zwierzętach), carbon-neutral (o neutralnym śladzie węglowym), ekologiczne",trochę ważne,trochę ważne,trochę ważne,trochę ważne,w ogóle nieważne,raczej się zgadzam,nie mam zdania/trudno powiedzieć,raczej się zgadzam,nie mam zdania/trudno powiedzieć,raczej się zgadzam,nie mam zdania/trudno powiedzieć,raczej się zgadzam,zdecydowanie się zgadzam,raczej się zgadzam,nie mam zdania/trudno powiedzieć,raczej się zgadzam,zdecydowanie się zgadzam,zdecydowanie się zgadzam,
2024-03-20 18:33:45,kobieta,51 i powyżej,miejscowość do 250 tys. mieszkańców,średnie,6001 - 7000,tak,"naturalne (min. 95% składników pochodzenia naturalnego), organiczne (min. 95% składników pochodzenia naturalnego i z upraw ekologicznych)",średnio ważne,średnio ważne,średnio ważne,trochę ważne,średnio ważne,raczej się zgadzam,zdecydowanie się zgadzam,zdecydowanie się zgadzam,zdecydowanie się zgadzam,zdecydowanie się zgadzam,zdecydowanie się zgadzam,zdecydowanie się zgadzam,zdecydowanie się zgadzam,zdecydowanie się nie zgadzam,zdecydowanie się zgadzam,zdecydowanie się zgadzam,zdecydowanie się zgadzam,zdecydowanie się zgadzam,
2024-03-20 22:40:08,kobieta,26-30,miejscowość powyżej 500 tys. mieszkańców,wyższe,7001 i powyżej,tak,"cruelty-free (nietestowane na zwierzętach), carbon-neutral (o neutralnym śladzie węglowym), opakowanie z recyklingu",ważne,trochę ważne,trochę ważne,w ogóle nieważne,ważne,raczej się zgadzam,raczej się zgadzam,raczej się zgadzam,zdecydowanie się nie zgadzam,zdecydowanie się nie zgadzam,nie mam zdania/trudno powiedzieć,raczej się nie zgadzam,raczej się zgadzam,nie mam zdania/trudno powiedzieć,raczej się zgadzam,zdecydowanie się zgadzam,zdecydowanie się zgadzam,zdecydowanie się zgadzam,
2024-03-22 16:31:06,kobieta,21-25,wieś,wyższe,3001 - 4000,tak,naturalne (min. 95% składników pochodzenia naturalnego),bardzo ważne,ważne,w ogóle nieważne,trochę ważne,w ogóle nieważne,nie mam zdania/trudno powiedzieć,raczej się zgadzam,nie mam zdania/trudno powiedzieć,raczej się nie zgadzam,nie mam zdania/trudno powiedzieć,zdecydowanie się nie zgadzam,nie mam zdania/trudno powiedzieć,raczej się zgadzam,raczej się zgadzam,raczej się nie zgadzam,raczej się nie zgadzam,zdecydowanie się zgadzam,raczej się zgadzam,
2024-03-23 12:39:37,inne/nie chcę podawać,21-25,miejscowość do 100 tys. mieszkańców,wyższe,3000 i poniżej,nie,,,,,,,,,,,,,,,,,,,,brak dostrzegalnej różnicy w porównaniu z konwencjonalnymi kosmetykami
2024-03-23 12:43:23,kobieta,21-25,miejscowość do 100 tys. mieszkańców,wyższe,3001 - 4000,tak,"cruelty-free (nietestowane na zwierzętach), fair-trade (sprawiedliwy handel)",bardzo ważne,ważne,w ogóle nieważne,trochę ważne,średnio ważne,raczej się nie zgadzam,zdecydowanie się nie zgadzam,nie mam zdania/trudno powiedzieć,nie mam zdania/trudno powiedzieć,nie mam zdania/trudno powiedzieć,raczej się nie zgadzam,raczej się zgadzam,raczej się zgadzam,nie mam zdania/trudno powiedzieć,nie mam zdania/trudno powiedzieć,raczej się zgadzam,raczej się zgadzam,raczej się zgadzam,
2024-03-25 13:24:46,kobieta,21-25,miejscowość powyżej 500 tys. mieszkańców,wyższe,7001 i powyżej,tak,"cruelty-free (nietestowane na zwierzętach), naturalne (min. 95% składników pochodzenia naturalnego), wegańskie",ważne,ważne,średnio ważne,ważne,bardzo ważne,zdecydowanie się zgadzam,raczej się zgadzam,raczej się zgadzam,raczej się zgadzam,raczej się zgadzam,raczej się zgadzam,raczej się zgadzam,zdecydowanie się zgadzam,zdecydowanie się zgadzam,zdecydowanie się zgadzam,raczej się zgadzam,raczej się zgadzam,raczej się zgadzam,
2024-03-29 16:38:08,kobieta,21-25,miejscowość do 250 tys. mieszkańców,wyższe,3000 i poniżej,tak,"bio (min. 50% składników z upraw biologicznych), carbon-neutral (o neutralnym śladzie węglowym), naturalne (min. 95% składników pochodzenia naturalnego)",ważne,ważne,trochę ważne,w ogóle nieważne,średnio ważne,nie mam zdania/trudno powiedzieć,zdecydowanie się nie zgadzam,zdecydowanie się nie zgadzam,raczej się nie zgadzam,raczej się nie zgadzam,nie mam zdania/trudno powiedzieć,raczej się nie zgadzam,raczej się zgadzam,nie mam zdania/trudno powiedzieć,raczej się nie zgadzam,raczej się zgadzam,zdecydowanie się zgadzam,raczej się zgadzam,
2024-04-02 14:45:14,kobieta,21-25,miejscowość do 100 tys. mieszkańców,średnie,3001 - 4000,tak,"naturalne (min. 95% składników pochodzenia naturalnego), wegańskie",ważne,ważne,w ogóle nieważne,w ogóle nieważne,średnio ważne,raczej się zgadzam,nie mam zdania/trudno powiedzieć,zdecydowanie się nie zgadzam,zdecydowanie się nie zgadzam,raczej się zgadzam,zdecydowanie się nie zgadzam,raczej się zgadzam,zdecydowanie się zgadzam,zdecydowanie się nie zgadzam,raczej się zgadzam,zdecydowanie się nie zgadzam,zdecydowanie się zgadzam,raczej się zgadzam,
